Entry	Reviewed	Protein names	Gene Names	Organism	Length	Gene Ontology (GO)	Gene Ontology (biological process)	Gene Ontology (cellular component)	Gene Ontology (molecular function)	Gene Ontology IDs
Q53W16	unreviewed	Uncharacterized protein	TTHB153	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	152					
Q53W18	unreviewed	CRISPR system Cms protein Csm5 (CRISPR type III A-associated protein Csm5)	TTHB151	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	397	RNA binding [GO:0003723]; defense response to virus [GO:0051607]	defense response to virus [GO:0051607]		RNA binding [GO:0003723]	GO:0003723; GO:0051607
Q53W20	unreviewed	Transposase	TTHB146	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	317	DNA binding [GO:0003677]; transposase activity [GO:0004803]; DNA transposition [GO:0006313]	DNA transposition [GO:0006313]		DNA binding [GO:0003677]; transposase activity [GO:0004803]	GO:0003677; GO:0004803; GO:0006313
Q53W22	unreviewed	Csm6 6H domain-containing protein	TTHB144	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	401					
Q53W23	unreviewed	Glycerol-3-phohsphate dehydrogenase	TTHB143	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	510	glycerol-3-phosphate dehydrogenase (quinone) activity [GO:0004368]; glycerol-3-phosphate metabolic process [GO:0006072]	glycerol-3-phosphate metabolic process [GO:0006072]		glycerol-3-phosphate dehydrogenase (quinone) activity [GO:0004368]	GO:0004368; GO:0006072
Q53W25	unreviewed	Glycerophosphoryl diester phosphodiesterase	TTHB141	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	224	phosphoric diester hydrolase activity [GO:0008081]; lipid metabolic process [GO:0006629]	lipid metabolic process [GO:0006629]		phosphoric diester hydrolase activity [GO:0008081]	GO:0006629; GO:0008081
Q53W26	unreviewed	PhoU domain-containing protein	TTHB140	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	489	plasma membrane [GO:0005886]; sodium:phosphate symporter activity [GO:0005436]; sodium-dependent phosphate transport [GO:0044341]	sodium-dependent phosphate transport [GO:0044341]	plasma membrane [GO:0005886]	sodium:phosphate symporter activity [GO:0005436]	GO:0005436; GO:0005886; GO:0044341
Q53W27	unreviewed	Permease of the major facilitator superfamily	TTHB139	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	414	plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]		plasma membrane [GO:0005886]	transmembrane transporter activity [GO:0022857]	GO:0005886; GO:0022857
Q53W28	unreviewed	MIP18 family-like domain-containing protein	TTHB138	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	103					
Q53W29	unreviewed	Uncharacterized protein	TTHB137	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	252	membrane [GO:0016020]		membrane [GO:0016020]		GO:0016020
Q53W30	unreviewed	Probable transcriptional regulator, CopG family	TTHB136	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	96					
Q53W32	unreviewed	Uncharacterized protein	TTHB134	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	131					
Q53W33	unreviewed	DUF488 family protein	TTHB133	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	62					
Q53W35	unreviewed	Uncharacterized protein	TTHB131	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	183					
Q53W36	unreviewed	Transcriptional regulator	TTHB130	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	112	DNA-binding transcription factor activity [GO:0003700]			DNA-binding transcription factor activity [GO:0003700]	GO:0003700
Q53W38	unreviewed	Arsenite oxidase, small subunit	TTHB128	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	160	2 iron, 2 sulfur cluster binding [GO:0051537]; metal ion binding [GO:0046872]			2 iron, 2 sulfur cluster binding [GO:0051537]; metal ion binding [GO:0046872]	GO:0046872; GO:0051537
Q53W39	unreviewed	Arsenite oxidase, large subunit	TTHB127	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	861	membrane [GO:0016020]; iron-sulfur cluster binding [GO:0051536]; metal ion binding [GO:0046872]; molybdopterin cofactor binding [GO:0043546]; NADH dehydrogenase activity [GO:0003954]; respiratory electron transport chain [GO:0022904]	respiratory electron transport chain [GO:0022904]	membrane [GO:0016020]	iron-sulfur cluster binding [GO:0051536]; metal ion binding [GO:0046872]; molybdopterin cofactor binding [GO:0043546]; NADH dehydrogenase activity [GO:0003954]	GO:0003954; GO:0016020; GO:0022904; GO:0043546; GO:0046872; GO:0051536
Q53W40	unreviewed	Plasmid replication initiator protein	TTHB126	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	463					
Q53W41	unreviewed	Chromosome partitioning ATPase, ParA family	TTHB125	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	322					
Q53W42	unreviewed	Chromosome partitioning protein, ParB family	TTHB124	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	295	chromosome [GO:0005694]; DNA binding [GO:0003677]; chromosome segregation [GO:0007059]	chromosome segregation [GO:0007059]	chromosome [GO:0005694]	DNA binding [GO:0003677]	GO:0003677; GO:0005694; GO:0007059
Q53W43	unreviewed	Uncharacterized protein	TTHB123	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	91					
Q53W44	unreviewed	Uncharacterized protein	TTHB122	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	70					
Q53W45	unreviewed	Resolvase-related protein	TTHB121	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	100	DNA binding [GO:0003677]; DNA strand exchange activity [GO:0000150]; DNA integration [GO:0015074]	DNA integration [GO:0015074]		DNA binding [GO:0003677]; DNA strand exchange activity [GO:0000150]	GO:0000150; GO:0003677; GO:0015074
Q53W46	unreviewed	DUF4900 domain-containing protein	TTHB120	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	623					
Q53W47	unreviewed	Prepilin-like protein	TTHB119	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	309	cell outer membrane [GO:0009279]; periplasmic space [GO:0042597]		cell outer membrane [GO:0009279]; periplasmic space [GO:0042597]		GO:0009279; GO:0042597
Q53W48	unreviewed	Probable secretion system protein	TTHB118	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	159	cell outer membrane [GO:0009279]		cell outer membrane [GO:0009279]		GO:0009279
Q53W49	unreviewed	Type IV pilin	TTHB117	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	139					
Q53W50	unreviewed	Acyl-CoA dehydrogenase, short-chain specific (Probable AidB protein)	TTHB116	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	541	acyl-CoA dehydrogenase activity [GO:0003995]			acyl-CoA dehydrogenase activity [GO:0003995]	GO:0003995
Q53W51	unreviewed	Alpha-galactosidase	TTHB115	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	476	alpha-galactosidase activity [GO:0004557]; carbohydrate catabolic process [GO:0016052]	carbohydrate catabolic process [GO:0016052]		alpha-galactosidase activity [GO:0004557]	GO:0004557; GO:0016052
Q53W53	unreviewed	Phytoene dehydrogenase	TTHB109	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	522	oxidoreductase activity [GO:0016491]; carotenoid biosynthetic process [GO:0016117]	carotenoid biosynthetic process [GO:0016117]		oxidoreductase activity [GO:0016491]	GO:0016117; GO:0016491
Q53W54	unreviewed	Plasmid stability protein	TTHB108	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	130	hydrolase activity [GO:0016787]; metal ion binding [GO:0046872]; nuclease activity [GO:0004518]			hydrolase activity [GO:0016787]; metal ion binding [GO:0046872]; nuclease activity [GO:0004518]	GO:0004518; GO:0016787; GO:0046872
Q53W55	unreviewed	Antitoxin	TTHB107	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	86					
Q53W56	unreviewed	Probable glycosyltransferase	TTHB106	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	340	membrane [GO:0016020]		membrane [GO:0016020]		GO:0016020
Q53W57	unreviewed	Acyltransferase	TTHB105	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	225	1-acylglycerol-3-phosphate O-acyltransferase activity [GO:0003841]; phosphatidic acid biosynthetic process [GO:0006654]	phosphatidic acid biosynthetic process [GO:0006654]		1-acylglycerol-3-phosphate O-acyltransferase activity [GO:0003841]	GO:0003841; GO:0006654
Q53W58	unreviewed	Phytoene synthase-related protein	TTHB104	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	232	membrane [GO:0016020]; intramolecular lyase activity [GO:0016872]; lycopene beta cyclase activity [GO:0045436]; carotenoid biosynthetic process [GO:0016117]	carotenoid biosynthetic process [GO:0016117]	membrane [GO:0016020]	intramolecular lyase activity [GO:0016872]; lycopene beta cyclase activity [GO:0045436]	GO:0016020; GO:0016117; GO:0016872; GO:0045436
Q53W59	unreviewed	Cytochrome P450 (Cyp175a1)	TTHB103	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	389	heme binding [GO:0020037]; iron ion binding [GO:0005506]; monooxygenase activity [GO:0004497]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]			heme binding [GO:0020037]; iron ion binding [GO:0005506]; monooxygenase activity [GO:0004497]; oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen [GO:0016705]	GO:0004497; GO:0005506; GO:0016705; GO:0020037
Q53W61	unreviewed	Phytoene synthase	TTHB101	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	289	geranylgeranyl diphosphate synthase activity [GO:0004311]; squalene synthase [NAD(P)H] activity [GO:0051996]; carotenoid biosynthetic process [GO:0016117]	carotenoid biosynthetic process [GO:0016117]		geranylgeranyl diphosphate synthase activity [GO:0004311]; squalene synthase [NAD(P)H] activity [GO:0051996]	GO:0004311; GO:0016117; GO:0051996
Q53W64	unreviewed	NADH-ubiquinone oxidoreductase 39 kDa subunit related protein	TTHB098	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	287	protein-containing complex binding [GO:0044877]			protein-containing complex binding [GO:0044877]	GO:0044877
Q53W65	unreviewed	DUF4926 domain-containing protein	TTHB097	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	69					
Q53W66	unreviewed	Lipid/polyisoprenoid-binding YceI-like domain-containing protein	TTHB096	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	171					
Q53W67	unreviewed	Flavin reductase like domain-containing protein	TTHB095	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	176	FMN binding [GO:0010181]; oxidoreductase activity, acting on the CH-NH group of donors, NAD or NADP as acceptor [GO:0016646]			FMN binding [GO:0010181]; oxidoreductase activity, acting on the CH-NH group of donors, NAD or NADP as acceptor [GO:0016646]	GO:0010181; GO:0016646
Q53W68	unreviewed	Short-chain oxidoreductase	TTHB094	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	207	membrane [GO:0016020]; nucleotide binding [GO:0000166]; oxidoreductase activity [GO:0016491]		membrane [GO:0016020]	nucleotide binding [GO:0000166]; oxidoreductase activity [GO:0016491]	GO:0000166; GO:0016020; GO:0016491
Q53W69	unreviewed	Oxidoreductase	TTHB093	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	497	cytoplasm [GO:0005737]; aldehyde dehydrogenase (NAD+) activity [GO:0004029]		cytoplasm [GO:0005737]	aldehyde dehydrogenase (NAD+) activity [GO:0004029]	GO:0004029; GO:0005737
Q53W70	unreviewed	Probable phytoene dehydrogenase	TTHB092	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	467	membrane [GO:0016020]; oxidoreductase activity [GO:0016491]; carotenoid metabolic process [GO:0016116]	carotenoid metabolic process [GO:0016116]	membrane [GO:0016020]	oxidoreductase activity [GO:0016491]	GO:0016020; GO:0016116; GO:0016491
Q53W71	unreviewed	AB hydrolase-1 domain-containing protein	TTHB091	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	426					
Q53W72	unreviewed	Methyltransferase type 11 domain-containing protein	TTHB090	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	250	S-adenosylmethionine-dependent methyltransferase activity [GO:0008757]			S-adenosylmethionine-dependent methyltransferase activity [GO:0008757]	GO:0008757
Q53W73	unreviewed	DUF4397 domain-containing protein	TTHB089	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	221					
Q53W74	unreviewed	Zn-dependent hydrolase	TTHB088	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	274	hydrolase activity [GO:0016787]			hydrolase activity [GO:0016787]	GO:0016787
Q53W76	unreviewed	Sugar ABC transporter, permease protein	TTHB086	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	285	plasma membrane [GO:0005886]; transmembrane transport [GO:0055085]	transmembrane transport [GO:0055085]	plasma membrane [GO:0005886]		GO:0005886; GO:0055085
Q53W77	unreviewed	Sugar ABC transporter, permease protein	TTHB085	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	139	plasma membrane [GO:0005886]; transmembrane transport [GO:0055085]	transmembrane transport [GO:0055085]	plasma membrane [GO:0005886]		GO:0005886; GO:0055085
Q53W79	unreviewed	Sugar ABC transporter, permease protein	TTHB083	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	175	plasma membrane [GO:0005886]; transmembrane transport [GO:0055085]	transmembrane transport [GO:0055085]	plasma membrane [GO:0005886]		GO:0005886; GO:0055085
Q53W80	unreviewed	Sugar ABC transporter, periplasmic sugar-binding protein	TTHB082	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	434	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing [GO:0055052]; maltose binding [GO:1901982]; maltodextrin transmembrane transport [GO:0042956]; maltose transport [GO:0015768]	maltodextrin transmembrane transport [GO:0042956]; maltose transport [GO:0015768]	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing [GO:0055052]	maltose binding [GO:1901982]	GO:0015768; GO:0042956; GO:0055052; GO:1901982
Q53W81	unreviewed	Transcriptional regulator, lacI family	TTHB081	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	330	DNA-binding transcription factor activity [GO:0003700]; transcription cis-regulatory region binding [GO:0000976]			DNA-binding transcription factor activity [GO:0003700]; transcription cis-regulatory region binding [GO:0000976]	GO:0000976; GO:0003700
Q53W82	unreviewed	2-deoxy-D-gluconate 3-dehydrogenase	TTHB080	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	239	nucleotide binding [GO:0000166]; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]			nucleotide binding [GO:0000166]; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]	GO:0000166; GO:0016616
Q53W84	unreviewed	Malate/L-lactate dehydrogenase family protein	TTHB078	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	344	nucleotide binding [GO:0000166]; oxidoreductase activity [GO:0016491]			nucleotide binding [GO:0000166]; oxidoreductase activity [GO:0016491]	GO:0000166; GO:0016491
Q53W85	unreviewed	Oxidoreductase, short-chain dehydrogenase/reductase family	TTHB077	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	234	oxidoreductase activity [GO:0016491]			oxidoreductase activity [GO:0016491]	GO:0016491
Q53W86	unreviewed	C4-dicarboxylate transporter, large permease protein	TTHB076	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	427	plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]		plasma membrane [GO:0005886]	transmembrane transporter activity [GO:0022857]	GO:0005886; GO:0022857
Q53W87	unreviewed	C4-dicarboxylate transporter, small permease protein	TTHB075	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	153	plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]; C4-dicarboxylate transport [GO:0015740]	C4-dicarboxylate transport [GO:0015740]	plasma membrane [GO:0005886]	transmembrane transporter activity [GO:0022857]	GO:0005886; GO:0015740; GO:0022857
Q53W88	unreviewed	C4-dicarboxylate transporter, periplasmic C4-dicarboxylate-binding protein	TTHB074	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	319	outer membrane-bounded periplasmic space [GO:0030288]; transmembrane transport [GO:0055085]	transmembrane transport [GO:0055085]	outer membrane-bounded periplasmic space [GO:0030288]		GO:0030288; GO:0055085
Q53W89	unreviewed	Transcriptional regulator	TTHB073	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	258	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; negative regulation of DNA-templated transcription [GO:0045892]	negative regulation of DNA-templated transcription [GO:0045892]		DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]	GO:0003677; GO:0003700; GO:0045892
Q53W91	unreviewed	Xylose isomerase-like TIM barrel domain-containing protein	TTHB071	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	254	DNA binding [GO:0003677]; DNA-(apurinic or apyrimidinic site) endonuclease activity [GO:0003906]; phosphoric diester hydrolase activity [GO:0008081]; zinc ion binding [GO:0008270]; base-excision repair [GO:0006284]	base-excision repair [GO:0006284]		DNA binding [GO:0003677]; DNA-(apurinic or apyrimidinic site) endonuclease activity [GO:0003906]; phosphoric diester hydrolase activity [GO:0008081]; zinc ion binding [GO:0008270]	GO:0003677; GO:0003906; GO:0006284; GO:0008081; GO:0008270
Q53W93	unreviewed	Uncharacterized protein	TTHB069	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	133					
Q53W94	unreviewed	Protein argonaute	TTHB068	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	685	RNA binding [GO:0003723]			RNA binding [GO:0003723]	GO:0003723
Q53W95	unreviewed	Alkaline phosphatase	TTHB067	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	501	alkaline phosphatase activity [GO:0004035]; metal ion binding [GO:0046872]			alkaline phosphatase activity [GO:0004035]; metal ion binding [GO:0046872]	GO:0004035; GO:0046872
Q53W98	unreviewed	Polymerase nucleotidyl transferase domain-containing protein	TTHB064	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	109	nucleotidyltransferase activity [GO:0016779]			nucleotidyltransferase activity [GO:0016779]	GO:0016779
Q53W99	unreviewed	HEPN domain-containing protein	TTHB063	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	143					
Q53WA1	unreviewed	Cobalamin biosynthesis nitroreductase BluB	TTHB061	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	215	oxidoreductase activity [GO:0016491]			oxidoreductase activity [GO:0016491]	GO:0016491
Q53WA3	unreviewed	DUF3209 family protein	TTHB059	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	120					
Q53WA4	unreviewed	Cobalamin biosynthesis protein CbiX	TTHB058	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	367	lyase activity [GO:0016829]; metal ion binding [GO:0046872]			lyase activity [GO:0016829]; metal ion binding [GO:0046872]	GO:0016829; GO:0046872
Q53WA5	unreviewed	Cobalamin biosynthesis protein CbiG	TTHB057	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	359	cobalamin biosynthetic process [GO:0009236]	cobalamin biosynthetic process [GO:0009236]			GO:0009236
Q53WA6	unreviewed	Precorrin-3 C17-methyltransferase	TTHB056	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	295	methyltransferase activity [GO:0008168]; cobalamin biosynthetic process [GO:0009236]; methylation [GO:0032259]	cobalamin biosynthetic process [GO:0009236]; methylation [GO:0032259]		methyltransferase activity [GO:0008168]	GO:0008168; GO:0009236; GO:0032259
Q53WA7	unreviewed	Precorrin-4 C11-methyltransferase	TTHB055	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	247	precorrin-4 C11-methyltransferase activity [GO:0046026]; cobalamin biosynthetic process [GO:0009236]; methylation [GO:0032259]	cobalamin biosynthetic process [GO:0009236]; methylation [GO:0032259]		precorrin-4 C11-methyltransferase activity [GO:0046026]	GO:0009236; GO:0032259; GO:0046026
Q53WA8	unreviewed	Precorrin-2 methylase	TTHB054	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	223	precorrin-2 C20-methyltransferase activity [GO:0030788]; cobalamin biosynthetic process [GO:0009236]; methylation [GO:0032259]	cobalamin biosynthetic process [GO:0009236]; methylation [GO:0032259]		precorrin-2 C20-methyltransferase activity [GO:0030788]	GO:0009236; GO:0030788; GO:0032259
Q53WA9	unreviewed	Precorrin-6Y C5,15-methyltransferase [decarboxylating]	TTHB053	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	403	protein methyltransferase activity [GO:0008276]; cobalamin biosynthetic process [GO:0009236]; methylation [GO:0032259]	cobalamin biosynthetic process [GO:0009236]; methylation [GO:0032259]		protein methyltransferase activity [GO:0008276]	GO:0008276; GO:0009236; GO:0032259
Q53WB0	unreviewed	Cobalamin biosynthesis precorrin-8X isomerase	TTHB052	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	218	precorrin-8X methylmutase activity [GO:0016993]; cobalamin biosynthetic process [GO:0009236]	cobalamin biosynthetic process [GO:0009236]		precorrin-8X methylmutase activity [GO:0016993]	GO:0009236; GO:0016993
Q53WB3	unreviewed	Alpha-ribazole-5'-phosphate phosphatase	TTHB049	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	177	cytoplasm [GO:0005737]; phosphatase activity [GO:0016791]		cytoplasm [GO:0005737]	phosphatase activity [GO:0016791]	GO:0005737; GO:0016791
Q53WB5	unreviewed	Uncharacterized protein	TTHB047	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	602					
Q53WB7	unreviewed	Repeat motif-containing protein	TTHB045	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	277	extracellular region [GO:0005576]; membrane [GO:0016020]; lipid binding [GO:0008289]; lipid transport [GO:0006869]; lipoprotein metabolic process [GO:0042157]	lipid transport [GO:0006869]; lipoprotein metabolic process [GO:0042157]	extracellular region [GO:0005576]; membrane [GO:0016020]	lipid binding [GO:0008289]	GO:0005576; GO:0006869; GO:0008289; GO:0016020; GO:0042157
Q53WB8	unreviewed	Cob(I)alamin adenosyltransferase	TTHB044	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	187	ATP binding [GO:0005524]; corrinoid adenosyltransferase activity [GO:0008817]; cobalamin biosynthetic process [GO:0009236]	cobalamin biosynthetic process [GO:0009236]		ATP binding [GO:0005524]; corrinoid adenosyltransferase activity [GO:0008817]	GO:0005524; GO:0008817; GO:0009236
Q53WC0	unreviewed	Uncharacterized protein	TTHB042	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	534					
Q53WC1	unreviewed	Uncharacterized protein	TTHB041	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	231	membrane [GO:0016020]		membrane [GO:0016020]		GO:0016020
Q53WC2	unreviewed	YbjN domain-containing protein	TTHB040	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	149					
Q53WC3	unreviewed	DUF1795 domain-containing protein	TTHB039	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	424					
Q53WC4	unreviewed	Uncharacterized protein	TTHB038	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	72					
Q53WC5	unreviewed	Bacterial transcriptional activator domain-containing protein	TTHB037	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	875					
Q53WC6	unreviewed	Probable sugar transporter	TTHB036	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	420	plasma membrane [GO:0005886]; symporter activity [GO:0015293]; carbohydrate transport [GO:0008643]	carbohydrate transport [GO:0008643]	plasma membrane [GO:0005886]	symporter activity [GO:0015293]	GO:0005886; GO:0008643; GO:0015293
Q53WC7	unreviewed	Uncharacterized protein	TTHB035	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	69					
Q53WC8	unreviewed	Beta-mannosidase	TTHB034	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	578	hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; carbohydrate metabolic process [GO:0005975]	carbohydrate metabolic process [GO:0005975]		hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]	GO:0004553; GO:0005975
Q53WC9	unreviewed	Alpha-glucosidase	TTHB033	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	776	carbohydrate binding [GO:0030246]; hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; carbohydrate metabolic process [GO:0005975]	carbohydrate metabolic process [GO:0005975]		carbohydrate binding [GO:0030246]; hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]	GO:0004553; GO:0005975; GO:0030246
Q53WD0	unreviewed	Beta-galactosidase	TTHB032	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	574	hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; carbohydrate metabolic process [GO:0005975]	carbohydrate metabolic process [GO:0005975]		hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]	GO:0004553; GO:0005975
Q53WD1	unreviewed	Probable sugar transporter	TTHB031	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	128	membrane [GO:0016020]		membrane [GO:0016020]		GO:0016020
Q53WD2	unreviewed	Probable sugar transporter	TTHB030	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	326	plasma membrane [GO:0005886]; symporter activity [GO:0015293]; carbohydrate transport [GO:0008643]	carbohydrate transport [GO:0008643]	plasma membrane [GO:0005886]	symporter activity [GO:0015293]	GO:0005886; GO:0008643; GO:0015293
Q53WD4	unreviewed	Aldehyde ferredoxin oxidoreductase N-terminal domain-containing protein	TTHB028	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	66	iron-sulfur cluster binding [GO:0051536]; oxidoreductase activity, acting on the aldehyde or oxo group of donors, iron-sulfur protein as acceptor [GO:0016625]			iron-sulfur cluster binding [GO:0051536]; oxidoreductase activity, acting on the aldehyde or oxo group of donors, iron-sulfur protein as acceptor [GO:0016625]	GO:0016625; GO:0051536
Q53WD5	unreviewed	Uncharacterized protein	TTHB027	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	65					
Q53WD6	unreviewed	Uncharacterized protein	TTHB026	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	264					
Q53WD7	unreviewed	Transposase IS4-like domain-containing protein	TTHB024	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	276					
Q53WD8	unreviewed	ATPase	TTHB025	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	436					
Q53WD9	unreviewed	Transcriptional regulator, TetR family	TTHB023	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	191	DNA-binding transcription factor activity [GO:0003700]; identical protein binding [GO:0042802]; transcription cis-regulatory region binding [GO:0000976]			DNA-binding transcription factor activity [GO:0003700]; identical protein binding [GO:0042802]; transcription cis-regulatory region binding [GO:0000976]	GO:0000976; GO:0003700; GO:0042802
Q53WE0	unreviewed	Acyl-CoA dehydrogenase	TTHB022	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	378	acyl-CoA dehydrogenase activity [GO:0003995]; flavin adenine dinucleotide binding [GO:0050660]			acyl-CoA dehydrogenase activity [GO:0003995]; flavin adenine dinucleotide binding [GO:0050660]	GO:0003995; GO:0050660
