Entry	Reviewed	Protein names	Gene Names	Organism	Length	Gene Ontology (GO)	Gene Ontology (biological process)	Gene Ontology (cellular component)	Gene Ontology (molecular function)	Gene Ontology IDs
Q31P51	unreviewed	tRNA(Ile)-lysidine synthase (EC 6.3.4.19) (tRNA(Ile)-2-lysyl-cytidine synthase) (tRNA(Ile)-lysidine synthetase)	tilS Synpcc7942_1138	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	336	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; tRNA(Ile)-lysidine synthase activity [GO:0032267]; tRNA modification [GO:0006400]	tRNA modification [GO:0006400]	cytoplasm [GO:0005737]	ATP binding [GO:0005524]; tRNA(Ile)-lysidine synthase activity [GO:0032267]	GO:0005524; GO:0005737; GO:0006400; GO:0032267
Q31P66	reviewed	Small ribosomal subunit protein bS18 (30S ribosomal protein S18)	rpsR rps18 Synpcc7942_1123	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	71	cytosolic small ribosomal subunit [GO:0022627]; small ribosomal subunit rRNA binding [GO:0070181]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	cytosolic small ribosomal subunit [GO:0022627]	small ribosomal subunit rRNA binding [GO:0070181]; structural constituent of ribosome [GO:0003735]	GO:0003735; GO:0006412; GO:0022627; GO:0070181
Q31P67	reviewed	Large ribosomal subunit protein bL33 (50S ribosomal protein L33)	rpmG rpl33 Synpcc7942_1122	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	64	cytoplasm [GO:0005737]; ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	cytoplasm [GO:0005737]; ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]	structural constituent of ribosome [GO:0003735]	GO:0003735; GO:0005737; GO:0005840; GO:0006412; GO:1990904
Q31P68	unreviewed	non-specific serine/threonine protein kinase (EC 2.7.11.1)	Synpcc7942_1121	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	719	ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]			ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]	GO:0004674; GO:0005524
Q31P75	unreviewed	Ribosome biogenesis GTPase A	Synpcc7942_1114	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	287	cytoplasm [GO:0005737]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; translation [GO:0006412]	translation [GO:0006412]	cytoplasm [GO:0005737]	GTP binding [GO:0005525]; GTPase activity [GO:0003924]	GO:0003924; GO:0005525; GO:0005737; GO:0006412
Q31P77	unreviewed	Pseudouridine synthase (EC 5.4.99.-)	Synpcc7942_1112	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	313	RNA binding [GO:0003723]; rRNA pseudouridine synthase activity [GO:0120159]; enzyme-directed rRNA pseudouridine synthesis [GO:0000455]	enzyme-directed rRNA pseudouridine synthesis [GO:0000455]		RNA binding [GO:0003723]; rRNA pseudouridine synthase activity [GO:0120159]	GO:0000455; GO:0003723; GO:0120159
Q31P78	unreviewed	non-specific serine/threonine protein kinase (EC 2.7.11.1)	Synpcc7942_1111	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	527	membrane [GO:0016020]; ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]		membrane [GO:0016020]	ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]	GO:0004674; GO:0005524; GO:0016020
Q31P80	unreviewed	threonine-phosphate decarboxylase (EC 4.1.1.81) (L-threonine-O-3-phosphate decarboxylase)	Synpcc7942_1109	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	357	pyridoxal phosphate binding [GO:0030170]; threonine-phosphate decarboxylase activity [GO:0048472]; cobalamin biosynthetic process [GO:0009236]	cobalamin biosynthetic process [GO:0009236]		pyridoxal phosphate binding [GO:0030170]; threonine-phosphate decarboxylase activity [GO:0048472]	GO:0009236; GO:0030170; GO:0048472
Q31P84	unreviewed	Iron-sulfur cluster carrier protein	Synpcc7942_1105	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	361	4 iron, 4 sulfur cluster binding [GO:0051539]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent FeS chaperone activity [GO:0140663]; metal ion binding [GO:0046872]; iron-sulfur cluster assembly [GO:0016226]	iron-sulfur cluster assembly [GO:0016226]		4 iron, 4 sulfur cluster binding [GO:0051539]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATP-dependent FeS chaperone activity [GO:0140663]; metal ion binding [GO:0046872]	GO:0005524; GO:0016226; GO:0016887; GO:0046872; GO:0051539; GO:0140663
Q31P90	reviewed	2-phytyl-1,4-naphtoquinone methyltransferase (EC 2.1.1.329) (Demethylphylloquinone methyltransferase)	menG Synpcc7942_1099	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	233	2-phytyl-1,4-naphthoquinone methyltransferase activity [GO:0052624]; methylation [GO:0032259]; phylloquinone biosynthetic process [GO:0042372]	methylation [GO:0032259]; phylloquinone biosynthetic process [GO:0042372]		2-phytyl-1,4-naphthoquinone methyltransferase activity [GO:0052624]	GO:0032259; GO:0042372; GO:0052624
Q31PA6	unreviewed	Beta-monoglucosyldiacylglycerol synthase (EC 2.4.1.336) (UDP-glucose:1,2-diacylglycerol 3-beta-D-glucosyltransferase)	Synpcc7942_1083	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	458	plasma membrane [GO:0005886]; hexosyltransferase activity [GO:0016758]; glycerol metabolic process [GO:0006071]; membrane lipid biosynthetic process [GO:0046467]	glycerol metabolic process [GO:0006071]; membrane lipid biosynthetic process [GO:0046467]	plasma membrane [GO:0005886]	hexosyltransferase activity [GO:0016758]	GO:0005886; GO:0006071; GO:0016758; GO:0046467
Q31PB0	unreviewed	ATP-dependent DNA helicase RecG (EC 5.6.2.4)	Synpcc7942_1079	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	817	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; DNA helicase activity [GO:0003678]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]	DNA recombination [GO:0006310]; DNA repair [GO:0006281]		ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; DNA helicase activity [GO:0003678]	GO:0003677; GO:0003678; GO:0005524; GO:0006281; GO:0006310; GO:0016887
Q31PC1	unreviewed	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.-)	Synpcc7942_1068	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	431	pyruvate dehydrogenase complex [GO:0045254]; dihydrolipoyllysine-residue acetyltransferase activity [GO:0004742]; pyruvate decarboxylation to acetyl-CoA [GO:0006086]	pyruvate decarboxylation to acetyl-CoA [GO:0006086]	pyruvate dehydrogenase complex [GO:0045254]	dihydrolipoyllysine-residue acetyltransferase activity [GO:0004742]	GO:0004742; GO:0006086; GO:0045254
Q31PC4	unreviewed	type I site-specific deoxyribonuclease (EC 3.1.21.3)	Synpcc7942_1065	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	1039	ATP binding [GO:0005524]; DNA binding [GO:0003677]; helicase activity [GO:0004386]; type I site-specific deoxyribonuclease activity [GO:0009035]; DNA restriction-modification system [GO:0009307]	DNA restriction-modification system [GO:0009307]		ATP binding [GO:0005524]; DNA binding [GO:0003677]; helicase activity [GO:0004386]; type I site-specific deoxyribonuclease activity [GO:0009035]	GO:0003677; GO:0004386; GO:0005524; GO:0009035; GO:0009307
Q31PC9	unreviewed	site-specific DNA-methyltransferase (adenine-specific) (EC 2.1.1.72)	Synpcc7942_1060	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	675	DNA binding [GO:0003677]; N-methyltransferase activity [GO:0008170]; site-specific DNA-methyltransferase (adenine-specific) activity [GO:0009007]; DNA restriction-modification system [GO:0009307]; methylation [GO:0032259]	DNA restriction-modification system [GO:0009307]; methylation [GO:0032259]		DNA binding [GO:0003677]; N-methyltransferase activity [GO:0008170]; site-specific DNA-methyltransferase (adenine-specific) activity [GO:0009007]	GO:0003677; GO:0008170; GO:0009007; GO:0009307; GO:0032259
Q31PF9	reviewed	Histidinol-phosphate aminotransferase (EC 2.6.1.9) (Imidazole acetol-phosphate transaminase)	hisC Synpcc7942_1030	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	373	histidinol-phosphate transaminase activity [GO:0004400]; pyridoxal phosphate binding [GO:0030170]; L-histidine biosynthetic process [GO:0000105]	L-histidine biosynthetic process [GO:0000105]		histidinol-phosphate transaminase activity [GO:0004400]; pyridoxal phosphate binding [GO:0030170]	GO:0000105; GO:0004400; GO:0030170
Q31PG3	unreviewed	Rqc2 homolog RqcH (RqcH)	rqcH Synpcc7942_1026	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	584	RQC complex [GO:1990112]; ribosomal large subunit binding [GO:0043023]; rRNA binding [GO:0019843]; tRNA binding [GO:0000049]; rescue of stalled ribosome [GO:0072344]	rescue of stalled ribosome [GO:0072344]	RQC complex [GO:1990112]	ribosomal large subunit binding [GO:0043023]; rRNA binding [GO:0019843]; tRNA binding [GO:0000049]	GO:0000049; GO:0019843; GO:0043023; GO:0072344; GO:1990112
Q31PH0	unreviewed	4-alpha-glucanotransferase (EC 2.4.1.25) (Amylomaltase) (Disproportionating enzyme)	Synpcc7942_1019	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	499	4-alpha-glucanotransferase activity [GO:0004134]; carbohydrate metabolic process [GO:0005975]	carbohydrate metabolic process [GO:0005975]		4-alpha-glucanotransferase activity [GO:0004134]	GO:0004134; GO:0005975
Q31PH4	unreviewed	Methyl-accepting chemotaxis sensory transducer	Synpcc7942_1015	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	839	membrane [GO:0016020]; chemotaxis [GO:0006935]; signal transduction [GO:0007165]	chemotaxis [GO:0006935]; signal transduction [GO:0007165]	membrane [GO:0016020]		GO:0006935; GO:0007165; GO:0016020
Q31PH5	unreviewed	histidine kinase (EC 2.7.13.3)	Synpcc7942_1014	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	928	cytoplasm [GO:0005737]; phosphorelay sensor kinase activity [GO:0000155]; chemotaxis [GO:0006935]	chemotaxis [GO:0006935]	cytoplasm [GO:0005737]	phosphorelay sensor kinase activity [GO:0000155]	GO:0000155; GO:0005737; GO:0006935
Q31PI1	unreviewed	Formyltetrahydrofolate deformylase (EC 3.5.1.10) (Formyl-FH(4) hydrolase)	purU Synpcc7942_1008	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	284	formyltetrahydrofolate deformylase activity [GO:0008864]; 'de novo' IMP biosynthetic process [GO:0006189]; one-carbon metabolic process [GO:0006730]	'de novo' IMP biosynthetic process [GO:0006189]; one-carbon metabolic process [GO:0006730]		formyltetrahydrofolate deformylase activity [GO:0008864]	GO:0006189; GO:0006730; GO:0008864
Q31PI6	unreviewed	Anthranilate synthase component 1	Synpcc7942_1003	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	517	anthranilate synthase activity [GO:0004049]; metal ion binding [GO:0046872]; L-tryptophan biosynthetic process [GO:0000162]	L-tryptophan biosynthetic process [GO:0000162]		anthranilate synthase activity [GO:0004049]; metal ion binding [GO:0046872]	GO:0000162; GO:0004049; GO:0046872
Q31PI7	unreviewed	Photosystem I reaction center subunit II	Synpcc7942_1002	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	142	photosystem I reaction center [GO:0009538]; plasma membrane-derived thylakoid membrane [GO:0031676]; photosynthesis [GO:0015979]	photosynthesis [GO:0015979]	photosystem I reaction center [GO:0009538]; plasma membrane-derived thylakoid membrane [GO:0031676]		GO:0009538; GO:0015979; GO:0031676
Q31PJ2	reviewed	Large ribosomal subunit protein bL32 (50S ribosomal protein L32)	rpmF rpl32 Synpcc7942_0997	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	58	large ribosomal subunit [GO:0015934]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	translation [GO:0006412]	large ribosomal subunit [GO:0015934]	structural constituent of ribosome [GO:0003735]	GO:0003735; GO:0006412; GO:0015934
Q31PJ8	reviewed	Proton extrusion protein PxcA	pxcA Synpcc7942_0991	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	421	plasma membrane [GO:0005886]; proton transmembrane transporter activity [GO:0015078]		plasma membrane [GO:0005886]	proton transmembrane transporter activity [GO:0015078]	GO:0005886; GO:0015078
Q31PK5	reviewed	DNA repair protein RecO (Recombination protein O)	recO Synpcc7942_0984	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	266	bacterial nucleoid [GO:0043590]; DNA recombination [GO:0006310]; double-strand break repair [GO:0006302]	DNA recombination [GO:0006310]; double-strand break repair [GO:0006302]	bacterial nucleoid [GO:0043590]		GO:0006302; GO:0006310; GO:0043590
Q31PL1	unreviewed	Ferredoxin--NADP reductase (FNR) (EC 1.18.1.2)	Synpcc7942_0978	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	403	phycobilisome [GO:0030089]; plasma membrane-derived thylakoid membrane [GO:0031676]; ferredoxin-NADP+ reductase activity [GO:0004324]		phycobilisome [GO:0030089]; plasma membrane-derived thylakoid membrane [GO:0031676]	ferredoxin-NADP+ reductase activity [GO:0004324]	GO:0004324; GO:0030089; GO:0031676
Q31PL2	unreviewed	Phosphoribulokinase (EC 2.7.1.19)	Synpcc7942_0977	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	333	ATP binding [GO:0005524]; phosphoribulokinase activity [GO:0008974]; protein homodimerization activity [GO:0042803]; reductive pentose-phosphate cycle [GO:0019253]	reductive pentose-phosphate cycle [GO:0019253]		ATP binding [GO:0005524]; phosphoribulokinase activity [GO:0008974]; protein homodimerization activity [GO:0042803]	GO:0005524; GO:0008974; GO:0019253; GO:0042803
Q31PL4	reviewed	Ribosomal RNA small subunit methyltransferase H (EC 2.1.1.199) (16S rRNA m(4)C1402 methyltransferase) (rRNA (cytosine-N(4)-)-methyltransferase RsmH)	rsmH mraW Synpcc7942_0975	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	296	cytoplasm [GO:0005737]; rRNA (cytosine-N4-)-methyltransferase activity [GO:0071424]; rRNA base methylation [GO:0070475]	rRNA base methylation [GO:0070475]	cytoplasm [GO:0005737]	rRNA (cytosine-N4-)-methyltransferase activity [GO:0071424]	GO:0005737; GO:0070475; GO:0071424
Q31PL6	unreviewed	UDP-glucose 6-dehydrogenase (EC 1.1.1.22)	Synpcc7942_0973	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	390	NAD binding [GO:0051287]; UDP-glucose 6-dehydrogenase activity [GO:0003979]; polysaccharide biosynthetic process [GO:0000271]; UDP-glucuronate biosynthetic process [GO:0006065]	polysaccharide biosynthetic process [GO:0000271]; UDP-glucuronate biosynthetic process [GO:0006065]		NAD binding [GO:0051287]; UDP-glucose 6-dehydrogenase activity [GO:0003979]	GO:0000271; GO:0003979; GO:0006065; GO:0051287
Q31PN8	unreviewed	Probable nicotinate-nucleotide pyrophosphorylase [carboxylating] (EC 2.4.2.19) (Quinolinate phosphoribosyltransferase [decarboxylating])	Synpcc7942_0951	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	282	cytoplasm [GO:0005737]; nicotinate-nucleotide diphosphorylase (carboxylating) activity [GO:0004514]; NAD+ biosynthetic process [GO:0009435]; quinolinate catabolic process [GO:0034213]	NAD+ biosynthetic process [GO:0009435]; quinolinate catabolic process [GO:0034213]	cytoplasm [GO:0005737]	nicotinate-nucleotide diphosphorylase (carboxylating) activity [GO:0004514]	GO:0004514; GO:0005737; GO:0009435; GO:0034213
Q31PP5	unreviewed	tetrahydrofolate synthase (EC 6.3.2.17) (Tetrahydrofolylpolyglutamate synthase)	Synpcc7942_0944	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	412	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; dihydrofolate synthase activity [GO:0008841]; metal ion binding [GO:0046872]; tetrahydrofolylpolyglutamate synthase activity [GO:0004326]		cytoplasm [GO:0005737]	ATP binding [GO:0005524]; dihydrofolate synthase activity [GO:0008841]; metal ion binding [GO:0046872]; tetrahydrofolylpolyglutamate synthase activity [GO:0004326]	GO:0004326; GO:0005524; GO:0005737; GO:0008841; GO:0046872
Q31PQ7	unreviewed	Lipid-A-disaccharide synthase (EC 2.4.1.182)	Synpcc7942_0932	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	399	membrane [GO:0016020]; lipid-A-disaccharide synthase activity [GO:0008915]; phospholipid binding [GO:0005543]; lipid A biosynthetic process [GO:0009245]	lipid A biosynthetic process [GO:0009245]	membrane [GO:0016020]	lipid-A-disaccharide synthase activity [GO:0008915]; phospholipid binding [GO:0005543]	GO:0005543; GO:0008915; GO:0009245; GO:0016020
Q31PR2	unreviewed	Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6) (SAICAR synthetase)	purC Synpcc7942_0927	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	241	ATP binding [GO:0005524]; phosphoribosylaminoimidazolesuccinocarboxamide synthase activity [GO:0004639]; 'de novo' IMP biosynthetic process [GO:0006189]; cobalamin biosynthetic process [GO:0009236]	'de novo' IMP biosynthetic process [GO:0006189]; cobalamin biosynthetic process [GO:0009236]		ATP binding [GO:0005524]; phosphoribosylaminoimidazolesuccinocarboxamide synthase activity [GO:0004639]	GO:0004639; GO:0005524; GO:0006189; GO:0009236
Q31PR4	unreviewed	Phosphoribosylamine--glycine ligase (EC 6.3.4.13) (GARS) (Glycinamide ribonucleotide synthetase) (Phosphoribosylglycinamide synthetase)	purD Synpcc7942_0925	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	433	ATP binding [GO:0005524]; metal ion binding [GO:0046872]; phosphoribosylamine-glycine ligase activity [GO:0004637]; 'de novo' IMP biosynthetic process [GO:0006189]; purine nucleobase biosynthetic process [GO:0009113]	'de novo' IMP biosynthetic process [GO:0006189]; purine nucleobase biosynthetic process [GO:0009113]		ATP binding [GO:0005524]; metal ion binding [GO:0046872]; phosphoribosylamine-glycine ligase activity [GO:0004637]	GO:0004637; GO:0005524; GO:0006189; GO:0009113; GO:0046872
Q31PR7	unreviewed	Glutamyl-Q tRNA(Asp) synthetase (Glu-Q-RSs) (EC 6.1.1.-)	gluQ Synpcc7942_0922	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	300	cytosol [GO:0005829]; ATP binding [GO:0005524]; glutamate-tRNA ligase activity [GO:0004818]; zinc ion binding [GO:0008270]; glutamyl-tRNA aminoacylation [GO:0006424]; tRNA modification [GO:0006400]	glutamyl-tRNA aminoacylation [GO:0006424]; tRNA modification [GO:0006400]	cytosol [GO:0005829]	ATP binding [GO:0005524]; glutamate-tRNA ligase activity [GO:0004818]; zinc ion binding [GO:0008270]	GO:0004818; GO:0005524; GO:0005829; GO:0006400; GO:0006424; GO:0008270
Q31PR9	unreviewed	Photosystem I reaction center subunit PsaK (Photosystem I subunit X)	psaK Synpcc7942_0920	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	84	photosystem I [GO:0009522]; plasma membrane-derived thylakoid membrane [GO:0031676]; photosynthesis [GO:0015979]	photosynthesis [GO:0015979]	photosystem I [GO:0009522]; plasma membrane-derived thylakoid membrane [GO:0031676]		GO:0009522; GO:0015979; GO:0031676
Q31PU3	unreviewed	Septum site-determining protein MinD (Cell division inhibitor MinD)	Synpcc7942_0896	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	268	cytoplasmic side of plasma membrane [GO:0009898]; cytosol [GO:0005829]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; division septum assembly [GO:0000917]; negative regulation of cell division [GO:0051782]	division septum assembly [GO:0000917]; negative regulation of cell division [GO:0051782]	cytoplasmic side of plasma membrane [GO:0009898]; cytosol [GO:0005829]	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]	GO:0000917; GO:0005524; GO:0005829; GO:0009898; GO:0016887; GO:0051782
Q31PU9	unreviewed	glutamate synthase (ferredoxin) (EC 1.4.7.1)	Synpcc7942_0890	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	1536	3 iron, 4 sulfur cluster binding [GO:0051538]; glutamate synthase (ferredoxin) activity [GO:0016041]; metal ion binding [GO:0046872]; ammonia assimilation cycle [GO:0019676]; glutamate biosynthetic process [GO:0006537]	ammonia assimilation cycle [GO:0019676]; glutamate biosynthetic process [GO:0006537]		3 iron, 4 sulfur cluster binding [GO:0051538]; glutamate synthase (ferredoxin) activity [GO:0016041]; metal ion binding [GO:0046872]	GO:0006537; GO:0016041; GO:0019676; GO:0046872; GO:0051538
Q31PV3	reviewed	Small ribosomal subunit protein uS7 (30S ribosomal protein S7)	rpsG rps7 Synpcc7942_0886	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	156	small ribosomal subunit [GO:0015935]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049]; translation [GO:0006412]	translation [GO:0006412]	small ribosomal subunit [GO:0015935]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049]	GO:0000049; GO:0003735; GO:0006412; GO:0015935; GO:0019843
Q31PV4	reviewed	Elongation factor G (EF-G)	fusA Synpcc7942_0885	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	694	cytoplasm [GO:0005737]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; translation elongation factor activity [GO:0003746]; ribosome disassembly [GO:0032790]	ribosome disassembly [GO:0032790]	cytoplasm [GO:0005737]	GTP binding [GO:0005525]; GTPase activity [GO:0003924]; translation elongation factor activity [GO:0003746]	GO:0003746; GO:0003924; GO:0005525; GO:0005737; GO:0032790
Q31PV6	reviewed	Small ribosomal subunit protein uS10 (30S ribosomal protein S10)	rpsJ rps10 Synpcc7942_0883	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	105	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049]; translation [GO:0006412]	translation [GO:0006412]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]	structural constituent of ribosome [GO:0003735]; tRNA binding [GO:0000049]	GO:0000049; GO:0003735; GO:0005840; GO:0006412; GO:1990904
Q31PV8	unreviewed	Prephenate dehydratase (PDT) (EC 4.2.1.51)	pheA Synpcc7942_0881	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	291	cytoplasm [GO:0005737]; prephenate dehydratase activity [GO:0004664]; L-phenylalanine biosynthetic process [GO:0009094]	L-phenylalanine biosynthetic process [GO:0009094]	cytoplasm [GO:0005737]	prephenate dehydratase activity [GO:0004664]	GO:0004664; GO:0005737; GO:0009094
Q31PY0	unreviewed	histidine kinase (EC 2.7.13.3)	Synpcc7942_0859	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	952	cytoplasm [GO:0005737]; phosphorelay sensor kinase activity [GO:0000155]; chemotaxis [GO:0006935]	chemotaxis [GO:0006935]	cytoplasm [GO:0005737]	phosphorelay sensor kinase activity [GO:0000155]	GO:0000155; GO:0005737; GO:0006935
Q31PY1	unreviewed	Methyl-accepting chemotaxis sensory transducer with phytochrome sensor	Synpcc7942_0858	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	1406	membrane [GO:0016020]; chemotaxis [GO:0006935]; signal transduction [GO:0007165]	chemotaxis [GO:0006935]; signal transduction [GO:0007165]	membrane [GO:0016020]		GO:0006935; GO:0007165; GO:0016020
Q31PZ2	unreviewed	Putative glucose-6-phosphate 1-epimerase (EC 5.1.3.15)	Synpcc7942_0846	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	272	cytoplasm [GO:0005737]; carbohydrate binding [GO:0030246]; glucose-6-phosphate 1-epimerase activity [GO:0047938]; carbohydrate metabolic process [GO:0005975]	carbohydrate metabolic process [GO:0005975]	cytoplasm [GO:0005737]	carbohydrate binding [GO:0030246]; glucose-6-phosphate 1-epimerase activity [GO:0047938]	GO:0005737; GO:0005975; GO:0030246; GO:0047938
Q31Q07	unreviewed	Asparagine--tRNA ligase (EC 6.1.1.22) (Asparaginyl-tRNA synthetase) (AsnRS)	asnS Synpcc7942_0830	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	462	cytoplasm [GO:0005737]; asparagine-tRNA ligase activity [GO:0004816]; ATP binding [GO:0005524]; nucleic acid binding [GO:0003676]; asparaginyl-tRNA aminoacylation [GO:0006421]	asparaginyl-tRNA aminoacylation [GO:0006421]	cytoplasm [GO:0005737]	asparagine-tRNA ligase activity [GO:0004816]; ATP binding [GO:0005524]; nucleic acid binding [GO:0003676]	GO:0003676; GO:0004816; GO:0005524; GO:0005737; GO:0006421
Q31Q20	unreviewed	Ferric uptake regulator, FUR family	Synpcc7942_0817	Synechococcus elongatus (strain ATCC 33912 / PCC 7942 / FACHB-805) (Anacystis nidulans R2)	130	DNA-binding transcription factor activity [GO:0003700]; transcription cis-regulatory region binding [GO:0000976]; zinc ion binding [GO:0008270]; negative regulation of DNA-templated transcription [GO:0045892]; regulation of secondary metabolite biosynthetic process [GO:1900376]	negative regulation of DNA-templated transcription [GO:0045892]; regulation of secondary metabolite biosynthetic process [GO:1900376]		DNA-binding transcription factor activity [GO:0003700]; transcription cis-regulatory region binding [GO:0000976]; zinc ion binding [GO:0008270]	GO:0000976; GO:0003700; GO:0008270; GO:0045892; GO:1900376
