Entry	Reviewed	Protein names	Gene Names	Organism	Length	Gene Ontology (GO)	Gene Ontology (biological process)	Gene Ontology (cellular component)	Gene Ontology (molecular function)	Gene Ontology IDs
A0A0U3FCP8	unreviewed	Zn-dependent protease	ATY89_09925 ATZ20_01480	Sulfolobus acidocaldarius	448	cytosol [GO:0005829]; metallopeptidase activity [GO:0008237]; proteolysis [GO:0006508]	proteolysis [GO:0006508]	cytosol [GO:0005829]	metallopeptidase activity [GO:0008237]	GO:0005829; GO:0006508; GO:0008237
A0A0U3FCU2	unreviewed	Radical SAM protein	ATY89_10180 ATZ20_01735	Sulfolobus acidocaldarius	489	catalytic activity [GO:0003824]; iron-sulfur cluster binding [GO:0051536]			catalytic activity [GO:0003824]; iron-sulfur cluster binding [GO:0051536]	GO:0003824; GO:0051536
A0A0U3FCV2	unreviewed	Uncharacterized protein	ATY89_10260 ATZ20_01815	Sulfolobus acidocaldarius	104					
A0A0U3FCZ2	unreviewed	Thermopsin	ATY89_10430 ATZ20_01985	Sulfolobus acidocaldarius	640	membrane [GO:0016020]		membrane [GO:0016020]		GO:0016020
A0A0U3FD21	unreviewed	Heme biosynthesis protein	ATY89_10605 ATZ20_02160	Sulfolobus acidocaldarius	323	catalytic activity [GO:0003824]; iron-sulfur cluster binding [GO:0051536]; metal ion binding [GO:0046872]			catalytic activity [GO:0003824]; iron-sulfur cluster binding [GO:0051536]; metal ion binding [GO:0046872]	GO:0003824; GO:0046872; GO:0051536
A0A0U3FD61	unreviewed	Uncharacterized protein	ATY89_10790 ATZ20_02345	Sulfolobus acidocaldarius	381					
A0A0U3FDA5	unreviewed	SUF system FeS cluster assembly SufBD core domain-containing protein	ATY89_11055 ATZ20_02610	Sulfolobus acidocaldarius	389	iron-sulfur cluster assembly [GO:0016226]	iron-sulfur cluster assembly [GO:0016226]			GO:0016226
A0A0U3FDF6	unreviewed	Diphthine synthase	ATY89_11330 ATZ20_02885	Sulfolobus acidocaldarius	251	diphthine synthase activity [GO:0004164]; methylation [GO:0032259]; protein histidyl modification to diphthamide [GO:0017183]	methylation [GO:0032259]; protein histidyl modification to diphthamide [GO:0017183]		diphthine synthase activity [GO:0004164]	GO:0004164; GO:0017183; GO:0032259
A0A0U3FDI0	unreviewed	Uncharacterized protein	ATY89_00040 ATZ20_03085	Sulfolobus acidocaldarius	70	membrane [GO:0016020]		membrane [GO:0016020]		GO:0016020
A0A0U3FDQ4	unreviewed	Nucleotidyltransferase	ATY89_00500 ATZ20_03545	Sulfolobus acidocaldarius	417	transferase activity [GO:0016740]; biosynthetic process [GO:0009058]	biosynthetic process [GO:0009058]		transferase activity [GO:0016740]	GO:0009058; GO:0016740
A0A0U3FDR6	unreviewed	Protein kinase domain-containing protein	ATY89_00585 ATZ20_03630	Sulfolobus acidocaldarius	611	cytoplasm [GO:0005737]; membrane [GO:0016020]; ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]		cytoplasm [GO:0005737]; membrane [GO:0016020]	ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]	GO:0004674; GO:0005524; GO:0005737; GO:0016020
A0A0U3FDT3	unreviewed	Sugar ABC transporter substrate-binding protein	ATY89_00670 ATZ20_03710	Sulfolobus acidocaldarius	480	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing [GO:0055052]; maltose binding [GO:1901982]; maltodextrin transmembrane transport [GO:0042956]; maltose transport [GO:0015768]	maltodextrin transmembrane transport [GO:0042956]; maltose transport [GO:0015768]	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing [GO:0055052]	maltose binding [GO:1901982]	GO:0015768; GO:0042956; GO:0055052; GO:1901982
A0A0U3FDW5	unreviewed	Long-chain fatty acid--CoA ligase	ATY89_00870 ATZ20_03910	Sulfolobus acidocaldarius	537	ligase activity, forming carbon-sulfur bonds [GO:0016877]			ligase activity, forming carbon-sulfur bonds [GO:0016877]	GO:0016877
A0A0U3FDX3	unreviewed	UPF0201 protein ATY89_00075	ATY89_00075 ATZ20_03120	Sulfolobus acidocaldarius	145					
A0A0U3FDY2	unreviewed	Dehydrogenase	ATY89_00980 ATZ20_04015	Sulfolobus acidocaldarius	241					
A0A0U3FE02	unreviewed	Uncharacterized protein	ATY89_00285 ATZ20_03330	Sulfolobus acidocaldarius	200					
A0A0U3FE15	unreviewed	Uncharacterized protein	ATY89_01160 ATZ20_04195	Sulfolobus acidocaldarius	193					
A0A0U3FE21	unreviewed	Transcriptional regulator Lrs14-like protein	ATY89_00385 ATZ20_03430	Sulfolobus acidocaldarius	123	DNA-binding transcription factor activity [GO:0003700]			DNA-binding transcription factor activity [GO:0003700]	GO:0003700
A0A0U3FE34	unreviewed	Uncharacterized protein	ATY89_00470 ATZ20_03515	Sulfolobus acidocaldarius	201					
A0A0U3FEA7	unreviewed	Glycosyltransferase 2-like domain-containing protein	ATY89_01665 ATZ20_04700	Sulfolobus acidocaldarius	425	membrane [GO:0016020]; glycosyltransferase activity [GO:0016757]; biosynthetic process [GO:0009058]	biosynthetic process [GO:0009058]	membrane [GO:0016020]	glycosyltransferase activity [GO:0016757]	GO:0009058; GO:0016020; GO:0016757
A0A0U3FEC7	unreviewed	Dehydratase	ATY89_01055 ATZ20_04090	Sulfolobus acidocaldarius	167	lyase activity [GO:0016829]			lyase activity [GO:0016829]	GO:0016829
A0A0U3FED6	unreviewed	Elongation factor 1-alpha	ATY89_01835 ATZ20_04870	Sulfolobus acidocaldarius	526	GTP binding [GO:0005525]; GTPase activity [GO:0003924]; translation elongation factor activity [GO:0003746]			GTP binding [GO:0005525]; GTPase activity [GO:0003924]; translation elongation factor activity [GO:0003746]	GO:0003746; GO:0003924; GO:0005525
A0A0U3FEG2	unreviewed	Fmu (Sun) domain-containing protein	ATY89_01250 ATZ20_04285	Sulfolobus acidocaldarius	367	RNA binding [GO:0003723]; RNA methyltransferase activity [GO:0008173]; RNA methylation [GO:0001510]	RNA methylation [GO:0001510]		RNA binding [GO:0003723]; RNA methyltransferase activity [GO:0008173]	GO:0001510; GO:0003723; GO:0008173
A0A0U3FEH7	unreviewed	UDP-diphosphatase	ATY89_01335 ATZ20_04370	Sulfolobus acidocaldarius	223	membrane [GO:0016020]; sphingosine-1-phosphate phosphatase activity [GO:0042392]		membrane [GO:0016020]	sphingosine-1-phosphate phosphatase activity [GO:0042392]	GO:0016020; GO:0042392
A0A0U3FEM2	unreviewed	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase	ATZ20_05310	Sulfolobus acidocaldarius	324	5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity [GO:0003871]; zinc ion binding [GO:0008270]; amino acid biosynthetic process [GO:0008652]; methylation [GO:0032259]	amino acid biosynthetic process [GO:0008652]; methylation [GO:0032259]		5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity [GO:0003871]; zinc ion binding [GO:0008270]	GO:0003871; GO:0008270; GO:0008652; GO:0032259
A0A0U3FEM6	unreviewed	Cystathionine gamma-synthase	ATY89_01590 ATZ20_04625	Sulfolobus acidocaldarius	373	cytoplasm [GO:0005737]; carbon-sulfur lyase activity [GO:0016846]; pyridoxal phosphate binding [GO:0030170]; transsulfuration [GO:0019346]	transsulfuration [GO:0019346]	cytoplasm [GO:0005737]	carbon-sulfur lyase activity [GO:0016846]; pyridoxal phosphate binding [GO:0030170]	GO:0005737; GO:0016846; GO:0019346; GO:0030170
A0A0U3FEN3	unreviewed	Methyltransferase	ATY89_02360 ATZ20_05395	Sulfolobus acidocaldarius	187	S-adenosylmethionine-dependent methyltransferase activity [GO:0008757]; methylation [GO:0032259]	methylation [GO:0032259]		S-adenosylmethionine-dependent methyltransferase activity [GO:0008757]	GO:0008757; GO:0032259
A0A0U3FEQ4	unreviewed	Uncharacterized protein	ATY89_01750 ATZ20_04785	Sulfolobus acidocaldarius	65					
A0A0U3FET8	unreviewed	RNA methyltransferase	ATY89_01920 ATZ20_04955	Sulfolobus acidocaldarius	169	methyltransferase activity [GO:0008168]; RNA binding [GO:0003723]; methylation [GO:0032259]; tRNA modification [GO:0006400]	methylation [GO:0032259]; tRNA modification [GO:0006400]		methyltransferase activity [GO:0008168]; RNA binding [GO:0003723]	GO:0003723; GO:0006400; GO:0008168; GO:0032259
A0A0U3FEV3	unreviewed	ABC transporter ATP-binding protein	ATY89_02030 ATZ20_05065	Sulfolobus acidocaldarius	372	ATP-binding cassette (ABC) transporter complex [GO:0043190]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATPase-coupled transmembrane transporter activity [GO:0042626]		ATP-binding cassette (ABC) transporter complex [GO:0043190]	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATPase-coupled transmembrane transporter activity [GO:0042626]	GO:0005524; GO:0016887; GO:0042626; GO:0043190
A0A0U3FEY0	unreviewed	Uncharacterized protein	ATY89_02115 ATZ20_05150	Sulfolobus acidocaldarius	122					
A0A0U3FEZ6	unreviewed	TFIIB-type domain-containing protein	ATY89_03075 ATZ20_06100	Sulfolobus acidocaldarius	195	zinc ion binding [GO:0008270]			zinc ion binding [GO:0008270]	GO:0008270
A0A0U3FEZ7	unreviewed	Transcription regulator TrmB N-terminal domain-containing protein	ATY89_02200 ATZ20_05235	Sulfolobus acidocaldarius	251					
A0A0U3FF22	unreviewed	Methyltransferase	ATY89_03285 ATZ20_06310	Sulfolobus acidocaldarius	200	eRF1 methyltransferase complex [GO:0035657]; nucleic acid binding [GO:0003676]; protein methyltransferase activity [GO:0008276]; S-adenosylmethionine-dependent methyltransferase activity [GO:0008757]; methylation [GO:0032259]	methylation [GO:0032259]	eRF1 methyltransferase complex [GO:0035657]	nucleic acid binding [GO:0003676]; protein methyltransferase activity [GO:0008276]; S-adenosylmethionine-dependent methyltransferase activity [GO:0008757]	GO:0003676; GO:0008276; GO:0008757; GO:0032259; GO:0035657
A0A0U3FF23	unreviewed	Uncharacterized protein	ATY89_02420 ATZ20_05455	Sulfolobus acidocaldarius	605					
A0A0U3FF83	unreviewed	ABC transmembrane type-2 domain-containing protein	ATY89_02725 ATZ20_05750	Sulfolobus acidocaldarius	278	ATP-binding cassette (ABC) transporter complex [GO:0043190]; ABC-type transporter activity [GO:0140359]		ATP-binding cassette (ABC) transporter complex [GO:0043190]	ABC-type transporter activity [GO:0140359]	GO:0043190; GO:0140359
A0A0U3FFD0	unreviewed	Uncharacterized protein	ATZ20_06970	Sulfolobus acidocaldarius	69					
A0A0U3FFJ9	unreviewed	PP-loop domain-containing protein	ATY89_04395 ATZ20_07420	Sulfolobus acidocaldarius	315	cytosolic tRNA wobble base thiouridylase complex [GO:0002144]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; transferase activity [GO:0016740]; tRNA binding [GO:0000049]; tRNA wobble position uridine thiolation [GO:0002143]	tRNA wobble position uridine thiolation [GO:0002143]	cytosolic tRNA wobble base thiouridylase complex [GO:0002144]	ATP binding [GO:0005524]; metal ion binding [GO:0046872]; transferase activity [GO:0016740]; tRNA binding [GO:0000049]	GO:0000049; GO:0002143; GO:0002144; GO:0005524; GO:0016740; GO:0046872
A0A0U3FFP4	unreviewed	Uncharacterized protein	ATY89_03685 ATZ20_06710	Sulfolobus acidocaldarius	199					
A0A0U3FFQ9	unreviewed	Conjugal transfer protein	ATY89_03800 ATZ20_06825	Sulfolobus acidocaldarius	95	membrane [GO:0016020]		membrane [GO:0016020]		GO:0016020
A0A0U3FFS7	unreviewed	Transposase	ATY89_03890 ATZ20_06915	Sulfolobus acidocaldarius	434	DNA binding [GO:0003677]; DNA recombination [GO:0006310]; transposition [GO:0032196]	DNA recombination [GO:0006310]; transposition [GO:0032196]		DNA binding [GO:0003677]	GO:0003677; GO:0006310; GO:0032196
A0A0U3FFT6	unreviewed	UPF0282 protein ATY89_04895	ATY89_04895 ATZ20_07920	Sulfolobus acidocaldarius	309					
A0A0U3FFV9	unreviewed	Uncharacterized protein	ATY89_04085 ATZ20_07110	Sulfolobus acidocaldarius	70					
A0A0U3FFX6	unreviewed	NAD-dependent dehydratase	ATY89_04180 ATZ20_07205	Sulfolobus acidocaldarius	393					
A0A0U3FFY4	unreviewed	PaREP1 family protein	ATZ20_08190	Sulfolobus acidocaldarius	117					
A0A0U3FFY5	unreviewed	Uncharacterized protein	ATY89_04270 ATZ20_07295	Sulfolobus acidocaldarius	442					
A0A0U3FFZ8	unreviewed	Glycolate oxidase	ATY89_05250 ATZ20_08270	Sulfolobus acidocaldarius	320	D-lactate dehydrogenase (cytochrome) activity [GO:0004458]; D-lactate dehydrogenase activity [GO:0008720]; FAD binding [GO:0071949]; lactate catabolic process [GO:1903457]	lactate catabolic process [GO:1903457]		D-lactate dehydrogenase (cytochrome) activity [GO:0004458]; D-lactate dehydrogenase activity [GO:0008720]; FAD binding [GO:0071949]	GO:0004458; GO:0008720; GO:0071949; GO:1903457
A0A0U3FG13	unreviewed	Rieske (2Fe-2S) protein	ATY89_05335 ATZ20_08355	Sulfolobus acidocaldarius	100	2 iron, 2 sulfur cluster binding [GO:0051537]; metal ion binding [GO:0046872]			2 iron, 2 sulfur cluster binding [GO:0051537]; metal ion binding [GO:0046872]	GO:0046872; GO:0051537
A0A0U3FG46	unreviewed	Heterodisulfide reductase subunit C	ATY89_04610 ATZ20_07635	Sulfolobus acidocaldarius	280	plasma membrane [GO:0005886]; 4 iron, 4 sulfur cluster binding [GO:0051539]; oxidoreductase activity [GO:0016491]		plasma membrane [GO:0005886]	4 iron, 4 sulfur cluster binding [GO:0051539]; oxidoreductase activity [GO:0016491]	GO:0005886; GO:0016491; GO:0051539
A0A0U3FG68	unreviewed	Pyridine nucleotide-disulfide oxidoreductase	ATY89_05600 ATZ20_08625	Sulfolobus acidocaldarius	414	dihydrolipoyl dehydrogenase (NADH) activity [GO:0004148]; flavin adenine dinucleotide binding [GO:0050660]; 2-oxoglutarate metabolic process [GO:0006103]	2-oxoglutarate metabolic process [GO:0006103]		dihydrolipoyl dehydrogenase (NADH) activity [GO:0004148]; flavin adenine dinucleotide binding [GO:0050660]	GO:0004148; GO:0006103; GO:0050660
A0A0U3FGA6	unreviewed	Phosphate permease	ATY89_04955 ATZ20_07980	Sulfolobus acidocaldarius	323	membrane [GO:0016020]; phosphate transmembrane transporter activity [GO:0005315]; phosphate ion transmembrane transport [GO:0035435]	phosphate ion transmembrane transport [GO:0035435]	membrane [GO:0016020]	phosphate transmembrane transporter activity [GO:0005315]	GO:0005315; GO:0016020; GO:0035435
A0A0U3FGJ3	unreviewed	Dihydrodipicolinate synthase family protein	ATY89_05475 ATZ20_08495	Sulfolobus acidocaldarius	285	cytosol [GO:0005829]; 2-dehydro-3-deoxy-phosphogluconate aldolase activity [GO:0008675]; N-acetylneuraminate lyase activity [GO:0008747]; N-acetylneuraminate catabolic process [GO:0019262]	N-acetylneuraminate catabolic process [GO:0019262]	cytosol [GO:0005829]	2-dehydro-3-deoxy-phosphogluconate aldolase activity [GO:0008675]; N-acetylneuraminate lyase activity [GO:0008747]	GO:0005829; GO:0008675; GO:0008747; GO:0019262
A0A0U3FGJ9	unreviewed	Big-1 domain-containing protein	ATY89_06345 ATZ20_09370	Sulfolobus acidocaldarius	475	membrane [GO:0016020]		membrane [GO:0016020]		GO:0016020
A0A0U3FGK7	unreviewed	MFS transporter	ATY89_05565 ATZ20_08585	Sulfolobus acidocaldarius	379	plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]		plasma membrane [GO:0005886]	transmembrane transporter activity [GO:0022857]	GO:0005886; GO:0022857
A0A0U3FGL3	unreviewed	ATPase	ATY89_06440 ATZ20_09465	Sulfolobus acidocaldarius	430	ATP binding [GO:0005524]			ATP binding [GO:0005524]	GO:0005524
A0A0U3FGP0	unreviewed	DOT1 domain-containing protein	ATY89_05755 ATZ20_08780	Sulfolobus acidocaldarius	155	histone H3K79 methyltransferase activity [GO:0031151]; methylation [GO:0032259]	methylation [GO:0032259]		histone H3K79 methyltransferase activity [GO:0031151]	GO:0031151; GO:0032259
A0A0U3FGP5	unreviewed	Pirin	ATZ20_09640	Sulfolobus acidocaldarius	293					
A0A0U3FGR2	unreviewed	Uncharacterized protein	ATZ20_09725	Sulfolobus acidocaldarius	173	membrane [GO:0016020]		membrane [GO:0016020]		GO:0016020
A0A0U3FGS1	unreviewed	Transcriptional regulator	ATY89_05945 ATZ20_08970	Sulfolobus acidocaldarius	111					
A0A0U3FGV3	unreviewed	NAD(+) kinase	ATY89_06120 ATZ20_09145	Sulfolobus acidocaldarius	248	NAD+ kinase activity [GO:0003951]; NAD metabolic process [GO:0019674]; NADP biosynthetic process [GO:0006741]	NAD metabolic process [GO:0019674]; NADP biosynthetic process [GO:0006741]		NAD+ kinase activity [GO:0003951]	GO:0003951; GO:0006741; GO:0019674
A0A0U3FGW8	unreviewed	Uncharacterized protein	ATY89_06220 ATZ20_09245	Sulfolobus acidocaldarius	239					
A0A0U3FGX1	unreviewed	4-coumarate--CoA ligase	ATY89_07065 ATZ20_10085	Sulfolobus acidocaldarius	495	ligase activity [GO:0016874]			ligase activity [GO:0016874]	GO:0016874
A0A0U3FGY1	unreviewed	Amino acid permease	ATZ20_10175	Sulfolobus acidocaldarius	615	membrane [GO:0016020]; transmembrane transporter activity [GO:0022857]		membrane [GO:0016020]	transmembrane transporter activity [GO:0022857]	GO:0016020; GO:0022857
A0A0U3FH13	unreviewed	MBL fold metallo-hydrolase	ATY89_07335 ATZ20_10355	Sulfolobus acidocaldarius	305	hydrolase activity [GO:0016787]			hydrolase activity [GO:0016787]	GO:0016787
A0A0U3FH28	unreviewed	Type II secretion system protein E	ATY89_06515 ATZ20_09540	Sulfolobus acidocaldarius	560	ATP hydrolysis activity [GO:0016887]			ATP hydrolysis activity [GO:0016887]	GO:0016887
A0A0U3FH30	unreviewed	ABC transporter permease	ATY89_07420 ATZ20_10440	Sulfolobus acidocaldarius	376	membrane [GO:0016020]; transmembrane transporter activity [GO:0022857]		membrane [GO:0016020]	transmembrane transporter activity [GO:0022857]	GO:0016020; GO:0022857
A0A0U3FH68	unreviewed	Uncharacterized protein	ATY89_06705	Sulfolobus acidocaldarius	157	membrane [GO:0016020]		membrane [GO:0016020]		GO:0016020
A0A0U3FH80	unreviewed	Uncharacterized protein	ATY89_07690 ATZ20_10710	Sulfolobus acidocaldarius	220	membrane [GO:0016020]		membrane [GO:0016020]		GO:0016020
A0A0U3FH85	unreviewed	DUF1404 domain-containing protein	ATY89_06785 ATZ20_09805	Sulfolobus acidocaldarius	185	membrane [GO:0016020]		membrane [GO:0016020]		GO:0016020
A0A0U3FH99	unreviewed	Carbon monoxide dehydrogenase	ATY89_06875 ATZ20_09895	Sulfolobus acidocaldarius	459	2 iron, 2 sulfur cluster binding [GO:0051537]; FAD binding [GO:0071949]; metal ion binding [GO:0046872]; oxidoreductase activity [GO:0016491]			2 iron, 2 sulfur cluster binding [GO:0051537]; FAD binding [GO:0071949]; metal ion binding [GO:0046872]; oxidoreductase activity [GO:0016491]	GO:0016491; GO:0046872; GO:0051537; GO:0071949
A0A0U3FHA6	unreviewed	5-oxoprolinase	ATY89_07865 ATZ20_10885	Sulfolobus acidocaldarius	574	cytosol [GO:0005829]; 5-oxoprolinase (ATP-hydrolyzing) activity [GO:0017168]; glutathione metabolic process [GO:0006749]	glutathione metabolic process [GO:0006749]	cytosol [GO:0005829]	5-oxoprolinase (ATP-hydrolyzing) activity [GO:0017168]	GO:0005829; GO:0006749; GO:0017168
A0A0U3FHD7	unreviewed	3-hydroxyacyl-CoA dehydrogenase	ATY89_07060 ATZ20_10080	Sulfolobus acidocaldarius	657	isomerase activity [GO:0016853]; lyase activity [GO:0016829]; NAD+ binding [GO:0070403]; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]; fatty acid beta-oxidation [GO:0006635]	fatty acid beta-oxidation [GO:0006635]		isomerase activity [GO:0016853]; lyase activity [GO:0016829]; NAD+ binding [GO:0070403]; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]	GO:0006635; GO:0016616; GO:0016829; GO:0016853; GO:0070403
A0A0U3FHF0	unreviewed	CRISPR system endoribonuclease Csx1 CARF domain-containing protein	ATZ20_11155	Sulfolobus acidocaldarius	156					
A0A0U3FHF4	unreviewed	Ribonucleotide-diphosphate reductase subunit beta	ATY89_07160 ATZ20_10180	Sulfolobus acidocaldarius	314	oxidoreductase activity [GO:0016491]; deoxyribonucleotide biosynthetic process [GO:0009263]	deoxyribonucleotide biosynthetic process [GO:0009263]		oxidoreductase activity [GO:0016491]	GO:0009263; GO:0016491
A0A0U3FHI6	unreviewed	Aspartate-semialdehyde dehydrogenase	ATY89_07350 ATZ20_10370	Sulfolobus acidocaldarius	352	aspartate-semialdehyde dehydrogenase activity [GO:0004073]; NAD binding [GO:0051287]; NADP binding [GO:0050661]; protein dimerization activity [GO:0046983]; methionine biosynthetic process [GO:0009086]; threonine biosynthetic process [GO:0009088]	methionine biosynthetic process [GO:0009086]; threonine biosynthetic process [GO:0009088]		aspartate-semialdehyde dehydrogenase activity [GO:0004073]; NAD binding [GO:0051287]; NADP binding [GO:0050661]; protein dimerization activity [GO:0046983]	GO:0004073; GO:0009086; GO:0009088; GO:0046983; GO:0050661; GO:0051287
A0A0U3FHJ9	unreviewed	3-oxoacyl-ACP reductase	ATY89_07435 ATZ20_10455	Sulfolobus acidocaldarius	264	oxidoreductase activity [GO:0016491]			oxidoreductase activity [GO:0016491]	GO:0016491
A0A0U3FHK7	unreviewed	Uncharacterized protein	ATZ20_11520	Sulfolobus acidocaldarius	211	membrane [GO:0016020]		membrane [GO:0016020]		GO:0016020
A0A0U3FHM8	unreviewed	Uncharacterized protein	ATZ20_01060	Sulfolobus acidocaldarius	118					
A0A0U3FHN8	unreviewed	Copper resistance protein D domain-containing protein	ATY89_07625 ATZ20_10645	Sulfolobus acidocaldarius	162	membrane [GO:0016020]		membrane [GO:0016020]		GO:0016020
A0A0U3FHQ7	unreviewed	Phosphohydrolase	ATY89_07710 ATZ20_10730	Sulfolobus acidocaldarius	414	dGTPase activity [GO:0008832]; dGTP catabolic process [GO:0006203]	dGTP catabolic process [GO:0006203]		dGTPase activity [GO:0008832]	GO:0006203; GO:0008832
A0A0U3FHR8	unreviewed	MBL fold metallo-hydrolase	ATY89_00940 ATZ20_03975	Sulfolobus acidocaldarius	298	hydrolase activity [GO:0016787]; metal ion binding [GO:0046872]			hydrolase activity [GO:0016787]; metal ion binding [GO:0046872]	GO:0016787; GO:0046872
A0A0U3FHU0	unreviewed	Sm ribonucleo	ATY89_02410 ATZ20_05445	Sulfolobus acidocaldarius	87	ribonucleoprotein complex [GO:1990904]; Sm-like protein family complex [GO:0120114]; RNA binding [GO:0003723]; mRNA splicing, via spliceosome [GO:0000398]	mRNA splicing, via spliceosome [GO:0000398]	ribonucleoprotein complex [GO:1990904]; Sm-like protein family complex [GO:0120114]	RNA binding [GO:0003723]	GO:0000398; GO:0003723; GO:0120114; GO:1990904
A0A0U3FHU3	unreviewed	DUF917 domain-containing protein	ATY89_07890 ATZ20_10910	Sulfolobus acidocaldarius	358					
A0A0U3FHX1	unreviewed	DNA helicase (EC 3.6.4.12)	ATY89_04125 ATZ20_07150	Sulfolobus acidocaldarius	577					
A0A0U3FHY7	unreviewed	Uncharacterized protein	ATY89_05620 ATZ20_08645	Sulfolobus acidocaldarius	139					
A0A0U3FHZ6	unreviewed	HTH arsR-type domain-containing protein	ATY89_08170 ATZ20_11190	Sulfolobus acidocaldarius	410	DNA-binding transcription factor activity [GO:0003700]			DNA-binding transcription factor activity [GO:0003700]	GO:0003700
A0A0U3FI00	unreviewed	NADH dehydrogenase	ATY89_06385 ATZ20_09410	Sulfolobus acidocaldarius	164	NADH dehydrogenase (ubiquinone) activity [GO:0008137]			NADH dehydrogenase (ubiquinone) activity [GO:0008137]	GO:0008137
A0A0U3FI12	unreviewed	HTH-type transcriptional regulator MgrA	ATY89_07525 ATZ20_10545	Sulfolobus acidocaldarius	146	DNA-binding transcription factor activity [GO:0003700]; response to stress [GO:0006950]	response to stress [GO:0006950]		DNA-binding transcription factor activity [GO:0003700]	GO:0003700; GO:0006950
A0A0U3FI21	unreviewed	ABC transporter	ATY89_08265 ATZ20_11285	Sulfolobus acidocaldarius	284	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]			ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]	GO:0005524; GO:0016887
A0A0U3FI35	unreviewed	PIN domain-containing protein	ATY89_08350 ATZ20_11365	Sulfolobus acidocaldarius	130					
A0A0U3FI66	unreviewed	Uncharacterized protein	ATY89_08465 ATZ20_11475	Sulfolobus acidocaldarius	59					
A0A0U3FI88	unreviewed	Glycosyl transferase family 1 domain-containing protein	ATY89_08575	Sulfolobus acidocaldarius	369	glycosyltransferase activity [GO:0016757]			glycosyltransferase activity [GO:0016757]	GO:0016757
A0A0U3FIA3	unreviewed	ATPase AAA-type core domain-containing protein	ATY89_08660	Sulfolobus acidocaldarius	410	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]			ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]	GO:0005524; GO:0016887
A0A0U3FIB9	unreviewed	Uncharacterized protein	ATY89_08740 ATZ20_00150	Sulfolobus acidocaldarius	75					
A0A0U3FIG0	unreviewed	Rieske (2Fe-2S) protein	ATY89_09010 ATZ20_00420	Sulfolobus acidocaldarius	110	2 iron, 2 sulfur cluster binding [GO:0051537]; metal ion binding [GO:0046872]			2 iron, 2 sulfur cluster binding [GO:0051537]; metal ion binding [GO:0046872]	GO:0046872; GO:0051537
A0A0U3FIH2	unreviewed	Sugar transporter	ATY89_09095 ATZ20_00505	Sulfolobus acidocaldarius	370	plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]		plasma membrane [GO:0005886]	transmembrane transporter activity [GO:0022857]	GO:0005886; GO:0022857
A0A0U3FIJ1	unreviewed	Twitching motility protein PilT	ATY89_09185 ATZ20_00595	Sulfolobus acidocaldarius	136					
A0A0U3FIK3	unreviewed	Phosphoesterase	ATY89_09285 ATZ20_00695	Sulfolobus acidocaldarius	661	membrane [GO:0016020]; phosphoric ester hydrolase activity [GO:0042578]		membrane [GO:0016020]	phosphoric ester hydrolase activity [GO:0042578]	GO:0016020; GO:0042578
A0A0U3FIN4	unreviewed	Phytoene synthase	ATY89_09460 ATZ20_00870	Sulfolobus acidocaldarius	275	geranylgeranyl diphosphate synthase activity [GO:0004311]; squalene synthase [NAD(P)H] activity [GO:0051996]; isoprenoid biosynthetic process [GO:0008299]	isoprenoid biosynthetic process [GO:0008299]		geranylgeranyl diphosphate synthase activity [GO:0004311]; squalene synthase [NAD(P)H] activity [GO:0051996]	GO:0004311; GO:0008299; GO:0051996
A0A0U3FJ46	unreviewed	Uncharacterized protein	ATY89_10425 ATZ20_01980	Sulfolobus acidocaldarius	460	membrane [GO:0016020]		membrane [GO:0016020]		GO:0016020
A0A0U3FJA1	unreviewed	Uncharacterized protein	ATY89_10680	Sulfolobus acidocaldarius	320					
A0A0U3FJB9	unreviewed	SpoVT-AbrB domain-containing protein	ATY89_10795 ATZ20_02350	Sulfolobus acidocaldarius	118	DNA binding [GO:0003677]			DNA binding [GO:0003677]	GO:0003677
A0A0U3FJF4	unreviewed	Phosphoesterase	ATY89_10965 ATZ20_02520	Sulfolobus acidocaldarius	223	5'-3' DNA exonuclease activity [GO:0035312]; 5'-3' RNA exonuclease activity [GO:0004534]			5'-3' DNA exonuclease activity [GO:0035312]; 5'-3' RNA exonuclease activity [GO:0004534]	GO:0004534; GO:0035312
